block_definition,subject_id,experiment_id,session_id,run_id,original_block_id,segment_id,shuffled_block_id,stable_block_number,shuffle_seed,n_trials_before,n_trials_after,order_changed,prior_std_unique_count,prior_mean_unique_count
subject_id + session_id + run_id; then split at missing response,11,12,5,22,s11_session005_run022,s11_session005_run022_segment01,s11_session005_run022_segment01,349,20261066,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,5,23,s11_session005_run023,s11_session005_run023_segment01,s11_session005_run023_segment01,350,20261067,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,5,24,s11_session005_run024,s11_session005_run024_segment01,s11_session005_run024_segment01,351,20261068,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,5,25,s11_session005_run025,s11_session005_run025_segment01,s11_session005_run025_segment01,352,20261069,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,6,26,s11_session006_run026,s11_session006_run026_segment01,s11_session006_run026_segment01,353,20261070,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,6,27,s11_session006_run027,s11_session006_run027_segment01,s11_session006_run027_segment01,354,20261071,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,6,28,s11_session006_run028,s11_session006_run028_segment01,s11_session006_run028_segment01,355,20261072,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,6,29,s11_session006_run029,s11_session006_run029_segment01,s11_session006_run029_segment01,356,20261073,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,11,12,6,30,s11_session006_run030,s11_session006_run030_segment01,s11_session006_run030_segment01,357,20261074,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,1,1,s12_session001_run001,s12_session001_run001_segment01,s12_session001_run001_segment01,358,20261075,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,1,2,s12_session001_run002,s12_session001_run002_segment01,s12_session001_run002_segment01,359,20261076,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,1,3,s12_session001_run003,s12_session001_run003_segment01,s12_session001_run003_segment01,360,20261077,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,1,4,s12_session001_run004,s12_session001_run004_segment01,s12_session001_run004_segment01,361,20261078,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,1,5,s12_session001_run005,s12_session001_run005_segment01,s12_session001_run005_segment01,362,20261079,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,2,6,s12_session002_run006,s12_session002_run006_segment01,s12_session002_run006_segment01,363,20261080,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,2,7,s12_session002_run007,s12_session002_run007_segment01,s12_session002_run007_segment01,364,20261081,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,2,8,s12_session002_run008,s12_session002_run008_segment01,s12_session002_run008_segment01,365,20261082,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,2,9,s12_session002_run009,s12_session002_run009_segment01,s12_session002_run009_segment01,366,20261083,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,2,10,s12_session002_run010,s12_session002_run010_segment01,s12_session002_run010_segment01,367,20261084,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,3,11,s12_session003_run011,s12_session003_run011_segment01,s12_session003_run011_segment01,368,20261085,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,3,12,s12_session003_run012,s12_session003_run012_segment01,s12_session003_run012_segment01,369,20261086,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,3,13,s12_session003_run013,s12_session003_run013_segment01,s12_session003_run013_segment01,370,20261087,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,3,14,s12_session003_run014,s12_session003_run014_segment01,s12_session003_run014_segment01,371,20261088,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,3,15,s12_session003_run015,s12_session003_run015_segment01,s12_session003_run015_segment01,372,20261089,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,4,16,s12_session004_run016,s12_session004_run016_segment01,s12_session004_run016_segment01,373,20261090,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,4,17,s12_session004_run017,s12_session004_run017_segment01,s12_session004_run017_segment01,374,20261091,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,4,18,s12_session004_run018,s12_session004_run018_segment01,s12_session004_run018_segment01,375,20261092,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,4,19,s12_session004_run019,s12_session004_run019_segment01,s12_session004_run019_segment01,376,20261093,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,4,20,s12_session004_run020,s12_session004_run020_segment01,s12_session004_run020_segment01,377,20261094,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,5,21,s12_session005_run021,s12_session005_run021_segment01,s12_session005_run021_segment01,378,20261095,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,5,22,s12_session005_run022,s12_session005_run022_segment01,s12_session005_run022_segment01,379,20261096,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,5,23,s12_session005_run023,s12_session005_run023_segment01,s12_session005_run023_segment01,380,20261097,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,5,24,s12_session005_run024,s12_session005_run024_segment01,s12_session005_run024_segment01,381,20261098,202,202,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,5,25,s12_session005_run025,s12_session005_run025_segment01,s12_session005_run025_segment01,382,20261099,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,6,26,s12_session006_run026,s12_session006_run026_segment01,s12_session006_run026_segment01,383,20261100,204,204,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,6,27,s12_session006_run027,s12_session006_run027_segment01,s12_session006_run027_segment01,384,20261101,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,6,28,s12_session006_run028,s12_session006_run028_segment01,s12_session006_run028_segment01,385,20261102,221,221,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,6,29,s12_session006_run029,s12_session006_run029_segment01,s12_session006_run029_segment01,386,20261103,226,226,True,1,1
subject_id + session_id + run_id; then split at missing response,12,12,6,30,s12_session006_run030,s12_session006_run030_segment01,s12_session006_run030_segment01,387,20261104,202,202,True,1,1
